2.282474365234375000e+03,1.060506469726562500e+03,1.163579101562500000e+03,1.406479248046875000e+03,2.253270996093750000e+03,1.248713989257812500e+03,1.523573760986328125e+02,7.999681396484375000e+02,3.392496337890625000e+02,4.860548400878906250e+02,4.256800842285156250e+02,4.801832580566406250e+02,8.797387695312500000e+02,5.138476562500000000e+02,2.676510314941406250e+02,1.318615844726562500e+03,1.146947753906250000e+03,1.071583862304687500e+03,2.064735595703125000e+03,7.878965454101562500e+02,1.633349609375000000e+03,5.832244262695312500e+02,6.460841064453125000e+02,1.299974365234375000e+02,1.125446655273437500e+03,1.116385253906250000e+03,6.644713745117187500e+02,2.174890625000000000e+03,8.319342041015625000e+02,2.937954711914062500e+02,7.229033813476562500e+02,7.221479492187500000e+02,5.598460083007812500e+02,1.086221435546875000e+03,1.190460327148437500e+03,9.868779907226562500e+02,4.088340454101562500e+02,1.639027954101562500e+03,3.966985473632812500e+02,6.939866943359375000e+02,1.336788818359375000e+03,5.091163940429687500e+02,9.998637695312500000e+02,5.027745971679687500e+02,3.459404296875000000e+02,1.190365234375000000e+03,3.318716430664062500e+02,6.405118408203125000e+02,5.576025390625000000e+02,1.010861938476562500e+03,3.106112365722656250e+02,4.958434143066406250e+02,2.220409667968750000e+03,5.844776000976562500e+02,1.593095245361328125e+02,8.527427368164062500e+02,1.198887695312500000e+03,6.618958740234375000e+02,8.687155761718750000e+02,5.835473022460937500e+02,1.657031860351562500e+03,1.136626953125000000e+03,4.268182983398437500e+02,8.950920410156250000e+02
1.060506469726562500e+03,1.135353881835937500e+03,4.179950683593750000e+03,1.400104003906250000e+03,3.183698486328125000e+03,7.689752197265625000e+02,1.705838775634765625e+02,8.112278442382812500e+02,1.770066833496093750e+02,9.110481567382812500e+02,4.433423156738281250e+02,3.533428649902343750e+02,8.114116210937500000e+02,4.792941284179687500e+02,3.590674133300781250e+02,1.342931884765625000e+03,5.503943481445312500e+02,6.565252075195312500e+02,2.080749511718750000e+03,4.385699462890625000e+02,9.062520751953125000e+02,3.547956542968750000e+02,3.182667541503906250e+02,1.611222229003906250e+02,2.583837158203125000e+03,5.450898437500000000e+02,4.216329956054687500e+02,5.484283203125000000e+03,6.448773803710937500e+02,2.931182250976562500e+02,5.282626342773437500e+02,3.475119934082031250e+02,4.589819641113281250e+02,7.595669555664062500e+02,7.729602050781250000e+02,4.163270874023437500e+02,2.868092956542968750e+02,1.047012207031250000e+03,1.151866577148437500e+03,9.022381591796875000e+02,1.012103027343750000e+03,3.124695434570312500e+02,2.585612060546875000e+03,3.217849731445312500e+02,1.927603149414062500e+02,9.359745483398437500e+02,1.571952056884765625e+02,6.480772705078125000e+02,3.413644104003906250e+02,9.743871459960937500e+02,1.926580657958984375e+02,1.376364868164062500e+03,5.810559082031250000e+03,2.848675231933593750e+02,7.859633178710937500e+02,6.107427978515625000e+02,6.685014648437500000e+02,4.555391540527343750e+02,3.063327636718750000e+02,3.556304016113281250e+02,1.633015502929687500e+03,9.243640136718750000e+02,1.939227447509765625e+02,4.319280090332031250e+02
1.163579101562500000e+03,4.179950683593750000e+03,2.023093945312500000e+04,7.594395751953125000e+02,1.516967773437500000e+04,2.770561035156250000e+03,8.519885864257812500e+02,2.703926757812500000e+03,5.230337524414062500e+02,4.126868652343750000e+03,1.103356445312500000e+03,1.042294799804687500e+03,3.549970703125000000e+03,2.488189941406250000e+03,2.954066772460937500e+02,9.982327270507812500e+02,6.284763793945312500e+02,1.557055664062500000e+03,9.783524414062500000e+03,7.724594726562500000e+02,1.157555175781250000e+03,1.393386474609375000e+03,4.492404479980468750e+02,3.283143615722656250e+02,1.201834765625000000e+04,1.247802612304687500e+03,1.236239135742187500e+03,2.611486914062500000e+04,1.507869628906250000e+03,9.567319946289062500e+02,9.075072021484375000e+02,8.066563720703125000e+02,9.063828125000000000e+02,1.321617431640625000e+03,3.186696777343750000e+03,6.999870605468750000e+02,5.495148925781250000e+02,2.077060058593750000e+03,4.776414062500000000e+03,3.546101562500000000e+03,1.067276733398437500e+03,1.764356201171875000e+03,1.110971289062500000e+04,1.025693603515625000e+03,1.165951293945312500e+03,1.796062255859375000e+03,9.569921264648437500e+02,3.679130859375000000e+03,9.874890747070312500e+02,2.732289428710937500e+02,9.986900634765625000e+02,5.845308593750000000e+03,2.776359375000000000e+04,1.573302001953125000e+03,3.798982910156250000e+03,1.013022644042968750e+03,2.007225463867187500e+03,8.365822753906250000e+02,1.130028198242187500e+03,1.794602539062500000e+03,2.361255493164062500e+02,1.937318725585937500e+03,8.373595581054687500e+02,8.152180175781250000e+02
1.406479248046875000e+03,1.400104003906250000e+03,7.594395751953125000e+02,1.175392871093750000e+04,4.350400390625000000e+03,1.464574584960937500e+03,1.949162719726562500e+03,6.260542480468750000e+03,5.887256469726562500e+02,7.959736328125000000e+02,1.841617797851562500e+03,4.660595092773437500e+02,1.265287475585937500e+03,1.375966674804687500e+03,6.604230957031250000e+02,1.171665917968750000e+04,4.614447937011718750e+02,1.635641113281250000e+03,6.121171875000000000e+02,1.039661254882812500e+03,1.662915283203125000e+03,8.926780395507812500e+02,5.471928100585937500e+02,1.063825927734375000e+03,8.641343750000000000e+03,2.894423583984375000e+03,1.908677124023437500e+03,5.479026855468750000e+03,2.300343505859375000e+03,1.214568969726562500e+03,1.122041748046875000e+03,2.738740478515625000e+03,1.094920043945312500e+03,1.280119140625000000e+03,1.833312744140625000e+03,8.432975463867187500e+02,8.940004882812500000e+02,1.890472656250000000e+03,9.426878662109375000e+02,2.336375579833984375e+02,1.287606689453125000e+03,1.044593017578125000e+03,1.907768310546875000e+03,1.400183959960937500e+03,1.057444824218750000e+03,2.799343505859375000e+03,1.229494628906250000e+03,2.309304687500000000e+03,5.152653808593750000e+02,9.244811523437500000e+03,1.691067626953125000e+03,8.825511474609375000e+02,1.126135131835937500e+03,2.050285400390625000e+03,1.664747802734375000e+03,1.509374633789062500e+03,1.815012451171875000e+03,1.336412597656250000e+03,1.097876953125000000e+03,1.746929077148437500e+03,1.512361132812500000e+04,5.514265136718750000e+02,1.251722656250000000e+03,9.614240722656250000e+02
2.253270996093750000e+03,3.183698486328125000e+03,1.516967773437500000e+04,4.350400390625000000e+03,1.229040625000000000e+04,2.222394775390625000e+03,1.353244140625000000e+03,2.881145507812500000e+03,1.495188476562500000e+03,3.128237304687500000e+03,2.747218261718750000e+03,1.081819702148437500e+03,2.754922119140625000e+03,2.455379638671875000e+03,3.525707397460937500e+02,4.402508789062500000e+03,1.062997070312500000e+03,2.221888183593750000e+03,7.102549316406250000e+03,1.144390014648437500e+03,1.509025512695312500e+03,1.093177490234375000e+03,1.114317504882812500e+03,5.969545898437500000e+02,9.332039062500000000e+03,5.677625488281250000e+03,1.814026489257812500e+03,2.036831054687500000e+04,1.942205322265625000e+03,2.135069580078125000e+03,1.262634277343750000e+03,4.174874511718750000e+03,1.491044921875000000e+03,1.284835571289062500e+03,4.002779296875000000e+03,1.049667846679687500e+03,9.596516723632812500e+02,2.626087402343750000e+03,3.526067871093750000e+03,2.603028564453125000e+03,2.198963623046875000e+03,2.953752197265625000e+03,8.376635742187500000e+03,1.714174316406250000e+03,1.682996582031250000e+03,3.114138671875000000e+03,2.631878173828125000e+03,4.562309082031250000e+03,9.579590454101562500e+02,2.658864501953125000e+03,2.063707031250000000e+03,4.307428222656250000e+03,2.099660742187500000e+04,2.555748779296875000e+03,2.732369628906250000e+03,1.611254638671875000e+03,1.569777099609375000e+03,1.259017333984375000e+03,1.738970458984375000e+03,1.712290161132812500e+03,4.689759277343750000e+03,1.934092773437500000e+03,1.785825317382812500e+03,1.374256225585937500e+03
1.248713989257812500e+03,7.689752197265625000e+02,2.770561035156250000e+03,1.464574584960937500e+03,2.222394775390625000e+03,2.293149902343750000e+03,9.460208892822265625e+01,7.896689453125000000e+02,4.204533691406250000e+02,5.989294433593750000e+02,5.569172973632812500e+02,9.906104125976562500e+02,1.350593505859375000e+03,1.579609252929687500e+03,3.280758972167968750e+02,1.369709350585937500e+03,1.047463867187500000e+03,1.675106689453125000e+03,3.415897705078125000e+03,3.658510131835937500e+02,1.393455810546875000e+03,6.011671142578125000e+02,4.614076538085937500e+02,2.513143768310546875e+02,1.734199340820312500e+03,6.144793090820312500e+02,3.471195373535156250e+02,3.661229980468750000e+03,3.502043762207031250e+02,3.305264892578125000e+02,1.206828979492187500e+03,9.522187500000000000e+02,1.047722930908203125e+02,6.115204467773437500e+02,1.038157958984375000e+03,8.487302856445312500e+02,3.276468505859375000e+02,1.733851928710937500e+03,7.852637329101562500e+02,8.861188964843750000e+02,6.911692504882812500e+02,9.222676391601562500e+02,1.706577270507812500e+03,6.558573608398437500e+02,1.030753784179687500e+03,1.993701171875000000e+03,2.652004699707031250e+02,8.067758789062500000e+02,6.688096313476562500e+02,1.167064331054687500e+03,3.923183898925781250e+02,9.893401489257812500e+02,3.868823730468750000e+03,4.126551818847656250e+02,4.904039916992187500e+02,4.273279418945312500e+02,7.766002807617187500e+02,8.182179565429687500e+02,1.162626708984375000e+03,4.717500000000000000e+02,1.843107299804687500e+03,1.616096923828125000e+03,3.164415893554687500e+02,7.938106689453125000e+02
1.523573760986328125e+02,1.705838775634765625e+02,8.519885864257812500e+02,1.949162719726562500e+03,1.353244140625000000e+03,9.460208892822265625e+01,1.017461120605468750e+03,9.978700561523437500e+02,7.764592895507812500e+02,4.419488220214843750e+02,1.061583618164062500e+03,2.605892944335937500e+02,1.715798339843750000e+02,2.935615844726562500e+02,1.804463653564453125e+02,2.015305786132812500e+03,3.222741394042968750e+02,2.884254760742187500e+02,1.228915527343750000e+03,3.964295959472656250e+02,1.382693939208984375e+02,2.183314056396484375e+02,3.965663146972656250e+02,3.149181213378906250e+02,1.409413085937500000e+03,9.319697265625000000e+02,1.172896728515625000e+03,1.325070922851562500e+03,7.454898681640625000e+02,8.697136230468750000e+02,1.968489074707031250e+02,7.034120483398437500e+02,8.608926391601562500e+02,5.128298339843750000e+02,5.275673828125000000e+02,1.383773803710937500e+02,4.932119445800781250e+02,1.976831970214843750e+02,3.036850891113281250e+02,2.156368865966796875e+02,5.635048217773437500e+02,4.735268249511718750e+02,5.778847656250000000e+02,5.294598388671875000e+02,3.308623046875000000e+02,9.561132202148437500e+02,7.395732421875000000e+02,1.116046142578125000e+03,2.462604980468750000e+02,1.652532836914062500e+03,1.169978027343750000e+03,1.897248687744140625e+02,1.667100097656250000e+03,1.301989624023437500e+03,2.818683471679687500e+02,8.543960571289062500e+02,5.313414916992187500e+02,1.688026123046875000e+02,2.474872283935546875e+02,5.090733947753906250e+02,2.605430908203125000e+03,4.971311340332031250e+02,7.687420654296875000e+02,4.659354858398437500e+02
7.999681396484375000e+02,8.112278442382812500e+02,2.703926757812500000e+03,6.260542480468750000e+03,2.881145507812500000e+03,7.896689453125000000e+02,9.978700561523437500e+02,3.562635986328125000e+03,4.424451904296875000e+02,5.521141357421875000e+02,9.232930297851562500e+02,1.765050506591796875e+02,7.470796508789062500e+02,7.292799682617187500e+02,3.045800781250000000e+02,6.262589355468750000e+03,4.885714111328125000e+02,7.979747314453125000e+02,1.061480468750000000e+03,5.428642578125000000e+02,9.730692749023437500e+02,4.968979797363281250e+02,4.327689208984375000e+02,4.360512084960937500e+02,5.075177734375000000e+03,1.561458496093750000e+03,1.064662963867187500e+03,3.844534179687500000e+03,1.164136230468750000e+03,6.406163940429687500e+02,6.383822021484375000e+02,1.193884765625000000e+03,5.752985229492187500e+02,6.998213500976562500e+02,1.004660827636718750e+03,4.493837280273437500e+02,4.696203002929687500e+02,1.015505798339843750e+03,5.923942260742187500e+02,4.285816955566406250e+02,6.656795654296875000e+02,6.940648803710937500e+02,1.482723876953125000e+03,6.894806518554687500e+02,5.783317260742187500e+02,9.958159790039062500e+02,6.979025878906250000e+02,1.382954956054687500e+03,3.252035217285156250e+02,4.502048828125000000e+03,8.224240722656250000e+02,7.325515747070312500e+02,3.664783203125000000e+03,1.140247558593750000e+03,8.122009887695312500e+02,8.204969482421875000e+02,1.053134521484375000e+03,6.879744262695312500e+02,6.195455932617187500e+02,9.679486083984375000e+02,7.726434082031250000e+03,1.252610778808593750e+02,6.292000732421875000e+02,5.443638916015625000e+02
3.392496337890625000e+02,1.770066833496093750e+02,5.230337524414062500e+02,5.887256469726562500e+02,1.495188476562500000e+03,4.204533691406250000e+02,7.764592895507812500e+02,4.424451904296875000e+02,1.118928710937500000e+03,4.319609069824218750e+02,1.170741455078125000e+03,4.116665344238281250e+02,5.008659973144531250e+02,8.888413696289062500e+02,1.777885589599609375e+02,6.161624755859375000e+02,5.937691040039062500e+02,8.684500122070312500e+02,9.958735961914062500e+02,4.255491333007812500e+02,3.619659118652343750e+02,3.307366333007812500e+02,5.523165283203125000e+02,1.770243682861328125e+02,6.721756591796875000e+02,7.553764648437500000e+02,1.052963989257812500e+03,1.531282104492187500e+03,6.852019042968750000e+02,1.248784545898437500e+03,3.186502075195312500e+02,5.194476928710937500e+02,6.938148803710937500e+02,3.814401550292968750e+02,6.037290039062500000e+02,2.909975585937500000e+02,5.155993041992187500e+02,5.381838378906250000e+02,2.734946594238281250e+02,1.559061584472656250e+02,5.996940917968750000e+02,8.224171142578125000e+02,5.241384887695312500e+02,7.276226196289062500e+02,7.856472778320312500e+02,6.745945434570312500e+02,8.287364501953125000e+02,1.402865356445312500e+03,3.911683349609375000e+02,5.350104370117187500e+02,1.274640502929687500e+03,1.264504928588867188e+02,1.465395996093750000e+03,1.329531982421875000e+03,1.454028224945068359e+01,7.474536132812500000e+02,6.293187255859375000e+02,3.715927124023437500e+02,7.704614868164062500e+02,6.446032104492187500e+02,8.189748535156250000e+02,4.585472412109375000e+02,1.088955566406250000e+03,5.478435668945312500e+02
4.860548400878906250e+02,9.110481567382812500e+02,4.126868652343750000e+03,7.959736328125000000e+02,3.128237304687500000e+03,5.989294433593750000e+02,4.419488220214843750e+02,5.521141357421875000e+02,4.319609069824218750e+02,1.040629394531250000e+03,4.373262634277343750e+02,5.510275878906250000e+02,9.128840332031250000e+02,5.006184387207031250e+02,3.511588134765625000e+02,7.993836669921875000e+02,5.572382812500000000e+02,2.032005615234375000e+02,2.091727539062500000e+03,2.221504211425781250e+02,6.856452026367187500e+02,5.531754760742187500e+02,3.131456298828125000e+02,2.630771179199218750e+02,2.493054687500000000e+03,5.992285766601562500e+02,1.268034301757812500e+03,5.388378906250000000e+03,2.695273437500000000e+02,3.644450988769531250e+02,4.306738586425781250e+02,4.206483154296875000e+02,3.837405700683593750e+02,4.821879882812500000e+02,5.211240844726562500e+02,2.650908813476562500e+02,3.508565979003906250e+02,3.262621154785156250e+02,1.161223510742187500e+03,7.892062988281250000e+02,2.253446502685546875e+02,4.481118469238281250e+02,2.450426269531250000e+03,2.397681121826171875e+02,5.755039062500000000e+02,1.031059204101562500e+03,5.533640136718750000e+02,9.730850830078125000e+02,2.746380920410156250e+02,5.305864868164062500e+02,5.037337036132812500e+02,1.252250732421875000e+03,5.753629394531250000e+03,1.288152954101562500e+03,7.684217529296875000e+02,6.267664794921875000e+02,1.025380493164062500e+03,3.307808227539062500e+02,7.632975463867187500e+02,4.327398681640625000e+02,9.385144653320312500e+02,7.874276733398437500e+02,3.412069396972656250e+02,4.554280090332031250e+02
